Clave del Capitulo;Nombre capitulo;Partida Fracción;Nombre;Fecha Inicio de Vigencia;Fecha Fin de Vigencia;Estatus activo
72;Fundición, hierro y acero;22;Barras y perfiles, de acero inoxidable.;1/11/11;NULL;SI
73;Manufacturas de fundición, hierro o acero;22;"Radiadores para calefacción central, de calentamiento no eléctrico, y sus partes, de fundición, hierro o acero; generadores y distribuidores de aire caliente (incluidos los distribuidores que puedan funcionar también como distribuidores de aire fresco o a";1/11/11;NULL;SI
25;"Sal; azufre; tierras y piedras; yesos, cales y cementos";22;Cal viva, cal apagada y cal hidráulica, excepto el óxido y el hidróxido de calcio de la partida 28.25.;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";22;"Máquinas para lavar vajilla; máquinas y aparatos para limpiar o secar botellas o demás recipientes; máquinas y aparatos para llenar, cerrar, tapar, taponar o etiquetar botellas, botes o latas, cajas, sacos (bolsas) o demás continentes; máquinas y aparatos";1/11/11;NULL;SI
29;Productos químicos orgánicos;22;Compuestos aminados con funciones oxigenadas.;1/11/11;NULL;SI
39;Plástico y sus manufacturas;22;Bañeras, duchas, fregaderos (tarjas), lavabos, bidés, inodoros y sus asientos y tapas, cisternas (depósitos de agua) para inodoros y artículos sanitarios o higiénicos similares, de plástico.;1/11/11;NULL;SI
15;"Grasas y aceites animales o vegetales; productos de su desdoblamiento; grasas alimenticias elaboradas; ceras de origen animal o vegetal";22;"Degrás; residuos procedentes del tratamiento de grasas o ceras, animales o vegetales.";1/11/11;NULL;SI
48;"Papel y cartón; manufacturas de pasta de celulosa, de papel o cartón";22;Carretes, bobinas, canillas y soportes similares, de pasta de papel, papel o cartón, incluso perforados o endurecidos.;1/11/11;NULL;SI
38;Productos diversos de las industrias químicas;22;"Reactivos de diagnóstico o de laboratorio sobre cualquier soporte y reactivos de diagnóstico o de laboratorio preparados, incluso sobre soporte, excepto los de las partidas 30.02 ó 30.06; materiales de referencia certificados.";1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";22;"Óxidos e hidróxidos de cobalto; óxidos de cobalto comerciales.";1/11/11;NULL;SI
29;Productos químicos orgánicos;24;"Compuestos con función carboxiamida; compuestos con función amida del ácido carbónico.";1/11/11;NULL;SI
90;"Instrumentos y aparatos de óptica, fotografía o cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos";23;Instrumentos, aparatos y modelos concebidos para demostraciones (por ejemplo: en la enseñanza o exposiciones), no susceptibles de otros usos.;1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";23;"Discos, cintas, dispositivos de almacenamiento permanente de datos a base de semiconductores, tarjetas inteligentes (""smart cards"") y demás soportes para grabar sonido o grabaciones análogas, grabados o no, incluso las matrices y moldes galvánicos para fa";1/11/11;NULL;SI
72;Fundición, hierro y acero;23;Alambre de acero inoxidable.;1/11/11;NULL;SI
73;Manufacturas de fundición, hierro o acero;23;"Artículos de uso doméstico y sus partes, de fundición, hierro o acero; lana de hierro o acero; esponjas, estropajos, guantes y artículos similares para fregar, lustrar o usos análogos, de hierro o acero.";1/11/11;NULL;SI
25;"Sal; azufre; tierras y piedras; yesos, cales y cementos";23;"Cementos hidráulicos (comprendidos los cementos sin pulverizar o ""clinker""), incluso coloreados.";1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";23;"Aparatos e instrumentos de pesar, incluidas las básculas y balanzas para comprobar o contar piezas fabricadas, excepto las balanzas sensibles a un peso inferior o igual a 5 cg; pesas para toda clase de básculas o balanzas.";1/11/11;NULL;SI
29;Productos químicos orgánicos;23;"Sales e hidróxidos de amonio cuaternario; lecitinas y demás fosfoaminolípidos, aunque no sean de constitución química definida.";1/11/11;NULL;SI
38;Productos diversos de las industrias químicas;23;"Ácidos grasos monocarboxílicos industriales; aceites ácidos del refinado; alcoholes grasos industriales.";1/11/11;NULL;SI
39;Plástico y sus manufacturas;23;"Artículos para el transporte o envasado, de plástico; tapones, tapas, cápsulas y demás dispositivos de cierre, de plástico.";1/11/11;NULL;SI
48;"Papel y cartón; manufacturas de pasta de celulosa, de papel o cartón";23;"Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa, cortados en formato; los demás artículos de pasta de papel, papel, cartón, guata de celulosa o napa de fibras de celulosa.";1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";23;Óxidos de titanio.;1/11/11;NULL;SI
90;"Instrumentos y aparatos de óptica, fotografía o cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos";24;Máquinas y aparatos para ensayos de dureza, tracción, compresión, elasticidad u otras propiedades mecánicas de materiales (por ejemplo: metal, madera, textil, papel, plástico).;1/11/11;NULL;SI
72;Fundición, hierro y acero;24;"Los demás aceros aleados en lingotes o demás formas primarias; productos intermedios de los demás aceros aleados.";1/11/11;NULL;SI
73;Manufacturas de fundición, hierro o acero;24;Artículos de higiene o tocador, y sus partes, de fundición, hierro o acero.;1/11/11;NULL;SI
25;"Sal; azufre; tierras y piedras; yesos, cales y cementos";24;Amianto (asbesto).;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";24;"Aparatos mecánicos (incluso manuales) para proyectar, dispersar o pulverizar materias líquidas o en polvo; extintores, incluso cargados; pistolas aerográficas y aparatos similares; máquinas y aparatos de chorro de arena o de vapor y aparatos de chorro sim";1/11/11;NULL;SI
38;Productos diversos de las industrias químicas;24;"Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte.";1/11/11;NULL;SI
39;Plástico y sus manufacturas;24;Vajilla y demás artículos de uso doméstico y artículos de higiene o tocador, de plástico.;1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";24;S/N;1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";24;"Óxidos de plomo; minio y minio anaranjado.";1/11/11;NULL;SI
90;"Instrumentos y aparatos de óptica, fotografía o cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos";25;Densímetros, areómetros, pesalíquidos e instrumentos flotantes similares, termómetros, pirómetros, barómetros, higrómetros y sicrómetros, aunque sean registradores, incluso combinados entre sí.;1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";25;"Aparatos emisores de radiodifusión o televisión, incluso con aparato receptor o de grabación o reproducción de sonido incorporado; cámaras de televisión, cámaras fotográficas digitales y videocámaras.";1/11/11;NULL;SI
72;Fundición, hierro y acero;25;Productos laminados planos de los demás aceros aleados, de anchura superior o igual a 600 mm.;1/11/11;NULL;SI
73;Manufacturas de fundición, hierro o acero;25;Las demás manufacturas moldeadas de fundición, hierro o acero.;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";25;"Polipastos; tornos y cabrestantes; gatos.";1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";25;"Hidrazina e hidroxilamina y sus sales inorgánicas; las demás bases inorgánicas; los demás óxidos, hidróxidos y peróxidos de metales.";1/11/11;NULL;SI
29;Productos químicos orgánicos;25;Compuestos con función carboxiimida (incluida la sacarina y sus sales) o con función imina.;1/11/11;NULL;SI
38;Productos diversos de las industrias químicas;25;"Productos residuales de la industria química o de las industrias conexas, no expresados ni comprendidos en otra parte; desechos y desperdicios municipales; lodos de depuración; los demás desechos citados en la Nota 6 del presente Capítulo.";1/11/11;NULL;SI
39;Plástico y sus manufacturas;25;Artículos para la construcción, de plástico, no expresados ni comprendidos en otra parte.;1/11/11;NULL;SI
25;"Sal; azufre; tierras y piedras; yesos, cales y cementos";25;"Mica, incluida la exfoliada en laminillas irregulares (""splittings""); desperdicios de mica.";1/11/11;NULL;SI
90;"Instrumentos y aparatos de óptica, fotografía o cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos";26;Instrumentos y aparatos para medida o verificación de caudal, nivel, presión u otras características variables de líquidos o gases (por ejemplo: caudalímetros, indicadores de nivel, manómetros, contadores de calor), excepto los instrumentos y aparatos de ;1/11/11;NULL;SI
29;Productos químicos orgánicos;33;Compuestos heterocíclicos con heteroátomo(s) de nitrógeno exclusivamente.;1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";26;Aparatos de radar, radionavegación o radiotelemando.;1/11/11;NULL;SI
72;Fundición, hierro y acero;26;Productos laminados planos de los demás aceros aleados, de anchura inferior a 600 mm.;1/11/11;NULL;SI
73;Manufacturas de fundición, hierro o acero;26;Las demás manufacturas de hierro o acero.;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";26;"Grúas y aparatos de elevación sobre cable aéreo; puentes rodantes, pórticos de descarga o manipulación, puentes grúa, carretillas puente y carretillas grúa.";1/11/11;NULL;SI
25;"Sal; azufre; tierras y piedras; yesos, cales y cementos";26;"Esteatita natural, incluso desbastada o simplemente troceada, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares; talco.";1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";26;"Fluoruros; fluorosilicatos, fluoroaluminatos y demás sales complejas de flúor.";1/11/11;NULL;SI
29;Productos químicos orgánicos;26;Compuestos con función nitrilo.;1/11/11;NULL;SI
39;Plástico y sus manufacturas;26;Las demás manufacturas de plástico y manufacturas de las demás materias de las partidas 39.01 a 39.14.;1/11/11;NULL;SI
38;Productos diversos de las industrias químicas;26;Biodiésel y sus mezclas, que no contengan aceites de petróleo, ni de minerales bituminosos, o que los contengan en una proporción inferior al 70%, en peso.;1/7/12;NULL;SI
90;"Instrumentos y aparatos de óptica, fotografía o cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos";27;"Instrumentos y aparatos para análisis físicos o químicos (por ejemplo: polarímetros, refractómetros, espectrómetros, analizadores de gases o humos); instrumentos y aparatos para ensayos de viscosidad, porosidad, dilatación, tensión superficial o similares";1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";27;Aparatos receptores de radiodifusión, incluso combinados en la misma envoltura con grabador o reproductor de sonido o con reloj.;1/11/11;NULL;SI
72;Fundición, hierro y acero;27;Alambrón de los demás aceros aleados.;1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";27;"Cloruros, oxicloruros e hidroxicloruros; bromuros y oxibromuros; yoduros y oxiyoduros.";1/11/11;NULL;SI
29;Productos químicos orgánicos;27;Compuestos diazoicos, azoicos o azoxi.;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";27;"Carretillas apiladoras; las demás carretillas de manipulación con dispositivo de elevación incorporado.";1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";28;Las demás máquinas y aparatos de elevación, carga, descarga o manipulación (por ejemplo: ascensores, escaleras mecánicas, transportadores, teleféricos).;1/11/11;NULL;SI
72;Fundición, hierro y acero;28;"Barras y perfiles, de los demás aceros aleados; barras huecas para perforación, de aceros aleados o sin alear.";1/11/11;NULL;SI
29;Productos químicos orgánicos;28;Derivados orgánicos de la hidrazina o de la hidroxilamina.;1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";28;"Hipocloritos; hipoclorito de calcio comercial; cloritos; hipodromitos.";1/11/11;NULL;SI
25;"Sal; azufre; tierras y piedras; yesos, cales y cementos";28;"Boratos naturales y sus concentrados (incluso calcinados), excepto los boratos extraídos de las salmueras naturales; ácido bórico natural con un contenido de H3BO3 inferior o igual al 85%, calculado sobre producto seco.";1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";28;"Monitores y proyectores, que no incorporen aparato receptor de televisión; aparatos receptores de televisión, incluso con aparato receptor de radiodifusión o grabación o reproducción de sonido o imagen incorporado.";1/11/11;NULL;SI
90;"Instrumentos y aparatos de óptica, fotografía o cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos";28;Contadores de gas, líquido o electricidad, incluidos los de calibración.;1/11/11;NULL;SI
72;Fundición, hierro y acero;29;Alambre de los demás aceros aleados.;1/11/11;NULL;SI
29;Productos químicos orgánicos;29;Compuestos con otras funciones nitrogenadas.;1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";29;Partes identificables como destinadas, exclusiva o principalmente, a los aparatos de las partidas 85.25 a 85.28.;1/11/11;NULL;SI
25;"Sal; azufre; tierras y piedras; yesos, cales y cementos";29;"Feldespato; leucita; nefelina y nefelina sienita; espato flúor.";1/11/11;NULL;SI
90;"Instrumentos y aparatos de óptica, fotografía o cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos";29;"Los demás contadores (por ejemplo: cuentarrevoluciones, contadores de producción, taxímetros, cuentakilómetros, podómetros); velocímetros y tacómetros, excepto los de las partidas 90.14 ó 90.15; estroboscopios.";1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";29;"Cloratos y percloratos; bromatos y perbromatos; yodatos y peryodatos.";1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";29;"Topadoras frontales (""bulldozers""), topadoras angulares (""angledozers""), niveladoras, traíllas (""scrapers""), palas mecánicas, excavadoras, cargadoras, palas cargadoras, compactadoras y apisonadoras (aplanadoras), autopropulsadas.";1/11/11;NULL;SI
29;Productos químicos orgánicos;30;Tiocompuestos orgánicos.;1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";30;"Sulfuros; polisulfuros, aunque no sean de constitución química definida.";1/11/11;NULL;SI
25;"Sal; azufre; tierras y piedras; yesos, cales y cementos";30;Materias minerales no expresadas ni comprendidas en otra parte.;1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";30;Aparatos eléctricos de señalización (excepto los de transmisión de mensajes), seguridad, control o mando, para vías férreas o similares, carreteras, vías fluviales, áreas o parques de estacionamiento, instalaciones portuarias o aeropuertos (excepto los de;1/11/11;NULL;SI
90;"Instrumentos y aparatos de óptica, fotografía o cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos";30;"Osciloscopios, analizadores de espectro y demás instrumentos y aparatos para medida o verificación de magnitudes eléctricas; instrumentos y aparatos para medida o detección de radiaciones alfa, beta, gamma, X, cósmicas o demás radiaciones ionizantes.";1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";30;"Las demás máquinas y aparatos para explanar, nivelar, traillar (""scraping""), excavar, compactar, apisonar (aplanar), extraer o perforar tierra o minerales; martinetes y máquinas para arrancar pilotes, estacas o similares; quitanieves.";1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";31;Ditionitos y sulfoxilatos.;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";31;Partes identificables como destinadas, exclusiva o principalmente, a las máquinas o aparatos de las partidas 84.25 a 84.30.;1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";31;Aparatos eléctricos de señalización acústica o visual (por ejemplo: timbres, sirenas, tableros indicadores, avisadores de protección contra robo o incendio), excepto los de las partidas 85.12 u 85.30.;1/11/11;NULL;SI
90;"Instrumentos y aparatos de óptica, fotografía o cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos";31;"Instrumentos, aparatos y máquinas para medida o verificación, no expresados ni comprendidos en otra parte de este capítulo; proyectores de perfiles.";1/11/11;NULL;SI
29;Productos químicos orgánicos;31;Los demás compuestos órgano-inorgánicos.;1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";32;Condensadores eléctricos fijos, variables o ajustables.;1/11/11;NULL;SI
29;Productos químicos orgánicos;32;Compuestos heterocíclicos con heteroátomo(s) de oxígeno exclusivamente.;1/11/11;NULL;SI
90;"Instrumentos y aparatos de óptica, fotografía o cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos";32;Instrumentos y aparatos para regulación o control automáticos.;1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";32;"Sulfitos; tiosulfatos.";1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";32;"Máquinas, aparatos y artefactos agrícolas, hortícolas o silvícolas, para la preparación o el trabajo del suelo o para el cultivo; rodillos para césped o terrenos de deporte.";1/11/11;NULL;SI
90;"Instrumentos y aparatos de óptica, fotografía o cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos";33;Partes y accesorios, no expresados ni comprendidos en otra parte de este Capítulo, para máquinas, aparatos, instrumentos o artículos del Capítulo 90.;1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";33;"Sulfatos; alumbres; peroxosulfatos (persulfatos).";1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";33;"Máquinas, aparatos y artefactos de cosechar o trillar, incluidas las prensas para paja o forraje; cortadoras de césped y guadañadoras; máquinas para limpieza o clasificación de huevos, frutos o demás productos agrícolas, excepto las de la partida 84.37.";1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";33;Resistencias eléctricas, (incluidos reóstatos y potenciómetros), excepto las de calentamiento.;1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";34;"Nitritos; nitratos.";1/11/11;NULL;SI
29;Productos químicos orgánicos;34;"Ácidos nucleicos y sus sales, aunque no sean de constitución química definida; los demás compuestos heterocíclicos.";1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";34;Máquinas de ordeñar y máquinas y aparatos para la industria lechera.;1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";34;Circuitos impresos.;1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";35;"Fosfinatos (hipofosfitos), fosfonatos (fosfitos) y fosfatos; polifosfatos, aunque no sean de constitución química definida.";1/11/11;NULL;SI
29;Productos químicos orgánicos;35;Sulfonamidas.;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";35;Prensas, estrujadoras y máquinas y aparatos análogos para la producción de vino, sidra, jugos de frutos o bebidas similares.;1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";35;Aparatos para corte, seccionamiento, protección, derivación, empalme o conexión de circuitos eléctricos (por ejemplo: interruptores, conmutadores, cortacircuitos, pararrayos, limitadores de tensión, supresores de sobretensión transitoria, tomas de corrien;1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";36;"Carbonatos; peroxocarbonatos (percarbonatos); carbonato de amonio comercial que contenga carbamato de amonio.";1/11/11;NULL;SI
29;Productos químicos orgánicos;36;Provitaminas y vitaminas, naturales o reproducidas por síntesis (incluidos los concentrados naturales) y sus derivados utilizados principalmente como vitaminas, mezclados o no entre sí o en disoluciones de cualquier clase.;1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";36;Aparatos para corte, seccionamiento, protección, derivación, empalme o conexión de circuitos eléctricos (por ejemplo: interruptores, conmutadores, relés, cortacircuitos, supresores de sobretensión transitoria, clavijas y tomas de corriente (enchufes), por;1/11/11;NULL;SI
55;Fibras sintéticas o artificiales discontinuas;01;Cables de filamentos sintéticos.;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";36;Las demás máquinas y aparatos para la agricultura, horticultura, silvicultura, avicultura o apicultura, incluidos los germinadores con dispositivos mecánicos o térmicos incorporados y las incubadoras y criadoras avícolas.;1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";37;Cuadros, paneles, consolas, armarios y demás soportes equipados con varios aparatos de las partidas 85.35 u 85.36, para control o distribución de electricidad, incluidos los que incorporen instrumentos o aparatos del Capítulo 90, así como los aparatos de ;1/11/11;NULL;SI
29;Productos químicos orgánicos;37;"Hormonas, prostaglandinas, tromboxanos y leucotrienos, naturales o reproducidos por síntesis; sus derivados y análogos ""estructurales"", incluidos los polipéptidos de cadena Modificada, utilizados principalmente como hormonas.";1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";37;"Máquinas para limpieza, clasificación o cribado de semillas, granos u hortalizas de vaina secas; máquinas y aparatos para molienda o tratamiento de cereales u hortalizas de vaina secas, excepto las de tipo rural.";1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";37;Cianuros, oxicianuros y cianuros complejos.;1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";38;Partes identificables como destinadas, exclusiva o principalmente, a los aparatos de las partidas 85.35, 85.36 u 85.37.;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";38;Máquinas y aparatos, no expresados ni comprendidos en otra parte de este Capítulo, para la preparación o fabricación industrial de alimentos o bebidas, excepto las máquinas y aparatos para extracción o preparación de aceites o grasas, animales o vegetales;1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";38;S/N;1/11/11;NULL;SI
29;Productos químicos orgánicos;38;Heterósidos, naturales o reproducidos por síntesis, sus sales, éteres, ésteres y demás derivados.;1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";39;"Lámparas y tubos eléctricos de incandescencia o de descarga, incluidos los faros o unidades ""sellados"" y las lámparas y tubos de rayos ultravioletas o infrarrojos; lámparas de arco.";1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";39;"Silicatos; silicatos comerciales de los metales alcalinos.";1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";39;Máquinas y aparatos para la fabricación de pasta de materias fibrosas celulósicas o para la fabricación o acabado de papel o cartón.;1/11/11;NULL;SI
29;Productos químicos orgánicos;39;Alcaloides vegetales, naturales o reproducidos por síntesis, sus sales, éteres, ésteres y demás derivados.;1/11/11;NULL;SI
29;Productos químicos orgánicos;40;"Azúcares químicamente puros, excepto la sacarosa, lactosa, maltosa, glucosa y fructosa (levulosa); éteres, acetales y ésteres de azúcares y sus sales, excepto los productos de las partidas 29.37, 29.38 ó 29.39.";1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";40;"Boratos; peroxoboratos (perboratos).";1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";40;Lámparas, tubos y válvulas electrónicos, de cátodo caliente, cátodo frío o fotocátodo (por ejemplo: lámparas, tubos y válvulas, de vacío, de vapor o gas, tubos rectificadores de vapor de mercurio, tubos catódicos, tubos y válvulas para cámaras de televisi;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";40;Máquinas y aparatos para encuadernación, incluidas las máquinas para coser pliegos.;1/11/11;NULL;SI
