Clave del capitulo;Partida Fracción;Clave Subpartida Fracción;Nombre;Fecha Inicio de Vigencia;Fecha Fin de Vigencia;Estatus activo
62;17;10;Complementos (accesorios) de vestir.;1/11/11;NULL;SI
63;01;10;Mantas eléctricas.;1/11/11;NULL;SI
63;05;10;De yute o demás fibras textiles del líber de la partida 53.03.;1/11/11;NULL;SI
63;10;10;Clasificados.;1/11/11;NULL;SI
64;01;10;Calzado con puntera metálica de protección.;1/11/11;NULL;SI
68;14;10;Placas, hojas y tiras de mica aglomerada o reconstituida, incluso con soporte.;1/11/11;NULL;SI
68;15;10;Manufacturas de grafito o de otros carbonos, para usos distintos de los eléctricos.;1/11/11;NULL;SI
69;02;10;Con un contenido de los elementos Mg (magnesio), Ca (calcio) o Cr (cromo), considerados aislada o conjuntamente, superior al 50% en peso, expresados en MgO (óxido de magnesio), CaO (óxido de calcio) ó Cr2O3 (óxido crómico).;1/11/11;NULL;SI
69;03;10;Con un contenido de grafito u otro carbono o de una mezcla de estos productos, superior al 50% en peso.;1/11/11;NULL;SI
69;04;10;Ladrillos de construcción.;1/11/11;NULL;SI
69;05;10;Tejas.;1/11/11;NULL;SI
29;26;10;Acrilonitrilo.;1/11/11;NULL;SI
30;02;10;Antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos.;1/11/11;NULL;SI
69;07;10;Plaquitas, cubos, dados y artículos similares, incluso de forma distinta de la cuadrada o rectangular, en los que la superficie mayor pueda inscribirse en un cuadrado de lado inferior a 7 cm.;1/11/11;NULL;SI
32;07;10;Pigmentos, opacificantes y colores preparados y preparaciones similares.;1/11/11;NULL;SI
33;04;10;Preparaciones para el maquillaje de los labios.;1/11/11;NULL;SI
70;10;10;Ampollas.;1/11/11;NULL;SI
28;20;10;Dióxido de manganeso.;1/11/11;NULL;SI
28;21;10;Óxidos e hidróxidos de hierro.;1/11/11;NULL;SI
28;25;10;Hidrazina e hidroxilamina y sus sales inorgánicas.;1/11/11;NULL;SI
28;28;10;Hipoclorito de calcio comercial y demás hipocloritos de calcio.;1/11/11;NULL;SI
28;32;10;Sulfitos de sodio.;1/11/11;NULL;SI
28;42;10;Silicatos dobles o complejos, incluidos los aluminosilicatos, aunque no sean de constitución química definida.;1/11/11;NULL;SI
31;02;10;Urea, incluso en disolución acuosa.;1/11/11;NULL;SI
31;03;10;Superfosfatos.;1/11/11;NULL;SI
31;05;10;Productos de este Capítulo en tabletas o formas similares o en envases de un peso bruto inferior o igual a 10 kg.;1/11/11;NULL;SI
32;01;10;Extracto de quebracho.;1/11/11;NULL;SI
32;02;10;Productos curtientes orgánicos sintéticos.;1/11/11;NULL;SI
37;01;10;Para rayos X.;1/11/11;NULL;SI
37;02;10;Para rayos X.;1/11/11;NULL;SI
37;03;10;En rollos de anchura superior a 610 mm.;1/11/11;NULL;SI
37;05;10;"Para la reproducción ""offset"".";1/11/11;NULL;SI
37;06;10;De anchura superior o igual a 35 mm.;1/11/11;NULL;SI
37;07;10;Emulsiones para sensibilizar superficies.;1/11/11;NULL;SI
38;01;10;Grafito artificial.;1/11/11;NULL;SI
38;05;10;Esencias de trementina, de madera de pino o de pasta celulósica al sulfato (sulfato de trementina).;1/11/11;NULL;SI
38;06;10;Colofonias y ácidos resínicos.;1/11/11;NULL;SI
71;15;10;Catalizadores de platino en forma de tela o enrejado.;1/11/11;NULL;SI
71;16;10;De perlas naturales o cultivadas.;1/11/11;NULL;SI
71;18;10;Monedas sin curso legal, excepto las de oro.;1/11/11;NULL;SI
72;01;10;Fundición en bruto sin alear con un contenido de fósforo inferior o igual al 0.5% en peso.;1/11/11;NULL;SI
72;03;10;Productos férreos obtenidos por reducción directa de minerales de hierro.;1/11/11;NULL;SI
72;04;10;Desperdicios y desechos, de fundición.;1/11/11;NULL;SI
72;05;10;Granallas.;1/11/11;NULL;SI
72;06;10;Lingotes.;1/11/11;NULL;SI
72;12;10;Estañados.;1/11/11;NULL;SI
72;13;10;Con muescas, cordones, surcos o relieves, producidos en el laminado.;1/11/11;NULL;SI
72;14;10;Forjadas.;1/11/11;NULL;SI
72;15;10;De acero de fácil mecanización, simplemente obtenidas o acabadas en frío.;1/11/11;NULL;SI
72;18;10;Lingotes o demás formas primarias.;1/11/11;NULL;SI
39;06;10;Poli(metacrilato de metilo).;1/11/11;NULL;SI
73;08;10;Puentes y sus partes.;1/11/11;NULL;SI
73;12;10;Cables.;1/11/11;NULL;SI
29;19;10;Fosfato de tris(2,3-dibromopropilo).;1/11/11;NULL;SI
62;06;10;De seda o desperdicios de seda.;1/11/11;NULL;SI
30;06;10;"Catguts estériles y ligaduras estériles similares, para suturas quirúrgicas (incluidos los hilos reabsorbibles estériles para cirugía u odontología) y los adhesivos estériles para tejidos orgánicos utilizados en cirugía para cerrar heridas; laminarias est";1/11/11;NULL;SI
59;11;10;Telas, fieltro y tejidos forrados de fieltro, combinados con una o varias capas de caucho, cuero u otra materia, de los tipos utilizados para la fabricación de guarniciones de cardas y productos análogos para otros usos técnicos, incluidas las cintas de t;1/11/11;NULL;SI
68;02;10;"Losetas, cubos, dados y artículos similares, incluso de forma distinta a la cuadrada o rectangular, en los que la superficie mayor pueda inscribirse en un cuadrado de lado inferior a 7 cm; gránulos, tasquiles (fragmentos) y polvo, coloreados artificialmen";1/11/11;NULL;SI
54;03;10;Hilados de alta tenacidad de rayón viscosa.;1/11/11;NULL;SI
69;11;10;Artículos para el servicio de mesa o cocina.;1/11/11;NULL;SI
69;13;10;De porcelana.;1/11/11;NULL;SI
69;14;10;De porcelana.;1/11/11;NULL;SI
70;02;10;Bolas.;1/11/11;NULL;SI
70;05;10;Vidrio sin armar con capa absorbente, reflectante o antirreflectante.;1/11/11;NULL;SI
69;08;10;Plaquitas, cubos, dados y artículos similares, incluso de forma distinta de la cuadrada o rectangular, en los que la superficie mayor pueda inscribirse en un cuadrado de lado inferior a 7 cm.;1/11/11;NULL;SI
70;09;10;Espejos retrovisores para vehículos.;1/11/11;NULL;SI
70;11;10;Para alumbrado eléctrico.;1/11/11;NULL;SI
70;13;10;Artículos de vitrocerámica.;1/11/11;NULL;SI
70;15;10;Cristales correctores para gafas (anteojos).;1/11/11;NULL;SI
70;17;10;De cuarzo o demás sílices fundidos.;1/11/11;NULL;SI
70;18;10;Cuentas de vidrio, imitaciones de perlas, de piedras preciosas o semipreciosas y artículos similares de abalorio.;1/11/11;NULL;SI
71;01;10;Perlas naturales.;1/11/11;NULL;SI
71;02;10;Sin clasificar.;1/11/11;NULL;SI
71;04;10;Cuarzo piezoeléctrico.;1/11/11;NULL;SI
71;05;10;De diamante.;1/11/11;NULL;SI
71;06;10;Polvo.;1/11/11;NULL;SI
70;16;10;Cubos, dados y demás artículos similares, de vidrio, incluso con soporte, para mosaicos o decoraciones similares.;1/11/11;NULL;SI
71;03;10;En bruto o simplemente aserradas o desbastadas.;1/11/11;NULL;SI
36;06;10;Combustibles líquidos y gases combustibles licuados en recipientes de los tipos utilizados para cargar o recargar encendedores o mecheros, de capacidad inferior o igual a 300 cm3.;1/11/11;NULL;SI
38;02;10;Carbón activado.;1/11/11;NULL;SI
72;08;10;Enrollados, simplemente laminados en caliente, con motivos en relieve.;1/11/11;NULL;SI
72;16;10;Perfiles en U, en I o en H, simplemente laminados o extrudidos en caliente, de altura inferior a 80 mm.;1/11/11;NULL;SI
72;17;10;Sin revestir, incluso pulido.;1/11/11;NULL;SI
34;05;10;Betunes, cremas y preparaciones similares para el calzado o para cueros y pieles.;1/11/11;NULL;SI
35;01;10;Caseína.;1/11/11;NULL;SI
35;05;10;Dextrina y demás almidones y féculas modificados.;1/11/11;NULL;SI
35;06;10;Productos de cualquier clase utilizados como colas o adhesivos, acondicionados para la venta al por menor como colas o adhesivos, de peso neto inferior o igual a 1 kg.;1/11/11;NULL;SI
35;07;10;Cuajo y sus concentrados.;1/11/11;NULL;SI
36;04;10;Artículos para fuegos artificiales.;1/11/11;NULL;SI
62;01;11;De lana o pelo fino.;1/11/11;NULL;SI
62;02;11;De lana o pelo fino.;1/11/11;NULL;SI
62;03;11;De lana o pelo fino.;1/11/11;NULL;SI
62;04;11;De lana o pelo fino.;1/11/11;NULL;SI
29;06;11;Mentol.;1/11/11;NULL;SI
29;08;11;Pentaclorofenol (ISO).;1/11/11;NULL;SI
61;08;11;De fibras sintéticas o artificiales.;1/11/11;NULL;SI
61;10;11;De lana.;1/11/11;NULL;SI
25;16;11;En bruto o desbastado.;1/11/11;NULL;SI
55;16;11;Crudos o blanqueados.;1/11/11;NULL;SI
85;17;11;Teléfonos de auricular inalámbrico combinado con micrófono.;1/11/11;NULL;SI
29;14;11;Acetona.;1/11/11;NULL;SI
29;15;11;Ácido fórmico.;1/11/11;NULL;SI
29;16;11;Ácido acrílico y sus sales.;1/11/11;NULL;SI
32;06;11;Con un contenido de dióxido de titanio superior o igual al 80% en peso, calculado sobre materia seca.;1/11/11;NULL;SI
32;15;11;Negras.;1/11/11;NULL;SI
34;01;11;De tocador (incluso los medicinales).;1/11/11;NULL;SI
69;09;11;De porcelana.;1/11/11;NULL;SI
40;08;11;Placas, hojas y tiras.;1/11/11;NULL;SI
40;10;11;Reforzadas solamente con metal.;1/11/11;NULL;SI
29;02;11;Ciclohexano.;1/11/11;NULL;SI
29;03;11;Clorometano (cloruro de metilo) y cloroetano (cloruro de etilo).;1/11/11;NULL;SI
29;05;11;Metanol (alcohol metílico).;1/11/11;NULL;SI
29;07;11;Fenol (hidroxibenceno) y sus sales.;1/11/11;NULL;SI
29;09;11;Éter dietílico (óxido de dietilo).;1/11/11;NULL;SI
29;12;11;Metanal (formaldehído).;1/11/11;NULL;SI
63;04;11;De punto.;1/11/11;NULL;SI
72;20;11;De espesor superior o igual a 4.75 mm.;1/11/11;NULL;SI
68;10;11;Bloques y ladrillos para la construcción.;1/11/11;NULL;SI
68;09;11;Revestidos o reforzados exclusivamente con papel o cartón.;1/11/11;NULL;SI
28;39;11;Metasilicatos.;1/11/11;NULL;SI
28;15;11;Sólido.;1/11/11;NULL;SI
32;04;11;Colorantes dispersos y preparaciones a base de estos colorantes.;1/11/11;NULL;SI
71;17;11;Gemelos y pasadores similares.;1/11/11;NULL;SI
72;02;11;Con un contenido de carbono superior al 2% en peso.;1/11/11;NULL;SI
72;07;11;De sección transversal cuadrada o rectangular, cuya anchura sea inferior al doble del espesor.;1/11/11;NULL;SI
72;19;11;De espesor superior a 10 mm.;1/11/11;NULL;SI
73;05;11;Soldados longitudinalmente con arco sumergido.;1/11/11;NULL;SI
73;06;11;Soldados, de acero inoxidable.;1/11/11;NULL;SI
73;07;11;De fundición no maleable.;1/11/11;NULL;SI
29;20;11;Paratión (ISO) y paratión metílico (ISO).;1/11/11;NULL;SI
29;22;11;Monoetanolamina y sus sales.;1/11/11;NULL;SI
29;24;11;Meprobamato (DCI).;1/11/11;NULL;SI
29;25;11;Sacarina y sus sales.;1/11/11;NULL;SI
62;07;11;De algodón.;1/11/11;NULL;SI
62;08;11;De fibras sintéticas o artificiales.;1/11/11;NULL;SI
29;39;11;"Concentrados de paja de adormidera ; buprenorfina (DCI), codeína, dihidrocodeína (DCI), etilmorfina, etorfina (DCI), folcodina (DCI), heroína, hidrocodona (DCI), hidromorfona (DCI), morfina, nicomorfina (DCI), oxicodona (DCI), oximorfona (DCI), tebacona (";1/11/11;NULL;SI
70;07;11;De dimensiones y formatos que permitan su empleo en automóviles, aeronaves, barcos u otros vehículos.;1/11/11;NULL;SI
70;19;11;"Hilados cortados (""chopped strands""), de longitud inferior o igual a 50 mm.";1/11/11;NULL;SI
71;08;11;Polvo.;1/11/11;NULL;SI
71;10;11;En bruto o en polvo.;1/11/11;NULL;SI
71;13;11;De plata, incluso revestida o chapada de otro metal precioso (plaqué).;1/11/11;NULL;SI
71;14;11;De plata, incluso revestida o chapada de otro metal precioso (plaqué).;1/11/11;NULL;SI
72;10;11;De espesor superior o igual a 0.5 mm.;1/11/11;NULL;SI
34;02;11;Aniónicos.;1/11/11;NULL;SI
34;03;11;Preparaciones para el tratamiento de materias textiles, cueros y pieles, peletería u otras materias.;1/11/11;NULL;SI
35;02;11;Seca.;1/11/11;NULL;SI
01;06;11;Primates.;1/11/11;NULL;SI
02;03;11;En canales o medias canales.;1/11/11;NULL;SI
02;07;11;Sin trocear, frescos o refrigerados.;1/11/11;NULL;SI
02;10;11;Jamones, paletas, y sus trozos, sin deshuesar.;1/11/11;NULL;SI
03;02;11;Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster).;1/11/11;NULL;SI
43;02;11;De visón.;1/11/11;NULL;SI
39;21;11;De polímeros de estireno.;1/11/11;NULL;SI
84;13;11;"Bombas para distribución de carburantes o lubricantes, de los tipos utilizados en gasolineras, estaciones de servicio o ""garajes"".";1/11/11;NULL;SI
38;11;11;A base de compuestos de plomo.;1/11/11;NULL;SI
38;15;11;Con níquel o sus compuestos como sustancia activa.;1/11/11;NULL;SI
38;23;11;Ácido esteárico.;1/11/11;NULL;SI
39;03;11;Expandible.;1/11/11;NULL;SI
84;10;11;De potencia inferior o igual a 1,000 kW.;1/11/11;NULL;SI
84;11;11;De empuje inferior o igual a 25 kN.;1/11/11;NULL;SI
90;02;11;Para cámaras, proyectores o aparatos fotográficos o cinematográficos de ampliación o reducción.;1/11/11;NULL;SI
90;07;11;Para película cinematográfica (filme) de anchura inferior a 16 mm o para la doble-8 mm.;1/11/11;30/6/12;SI
08;01;11;Secos.;1/11/11;NULL;SI
08;02;11;Con cáscara.;1/11/11;NULL;SI
08;07;11;Sandías.;1/11/11;NULL;SI
09;01;11;Sin descafeinar.;1/11/11;NULL;SI
09;06;11;Canela (Cinnamomum zeylanicum Blume).;1/11/11;NULL;SI
51;11;11;De peso inferior o igual a 300 g/m².;1/11/11;NULL;SI
52;05;11;De título superior o igual a 714.29 decitex (inferior o igual al número métrico 14).;1/11/11;NULL;SI
03;04;11;Peces espada (Xiphias gladius).;1/11/11;30/6/12;SI
03;06;11;Langostas (Palinurus spp., Panulirus spp., Jasus spp.).;1/11/11;NULL;SI
91;01;11;Con indicador mecánico solamente.;1/11/11;NULL;SI
91;02;11;Con indicador mecánico solamente.;1/11/11;NULL;SI
11;03;11;De trigo.;1/11/11;NULL;SI
46;02;11;De bambú.;1/11/11;NULL;SI
47;03;11;De coníferas.;1/11/11;NULL;SI
47;04;11;De coníferas.;1/11/11;NULL;SI
84;02;11;Calderas acuotubulares con una producción de vapor superior a 45 t por hora.;1/11/11;NULL;SI
84;33;11;Con motor, en las que el dispositivo de corte gire en un plano horizontal.;1/11/11;NULL;SI
84;45;11;Cardas.;1/11/11;NULL;SI
90;18;11;Electrocardiógrafos.;1/11/11;NULL;SI
84;19;11;De calentamiento instantáneo, de gas.;1/11/11;NULL;SI
84;22;11;De tipo doméstico.;1/11/11;NULL;SI
84;25;11;Con motor eléctrico.;1/11/11;NULL;SI
84;26;11;Puentes (incluidas las vigas) rodantes, sobre soporte fijo.;1/11/11;NULL;SI
87;14;11;Sillines (asientos).;1/11/11;30/6/12;SI
88;02;11;De peso en vacío inferior o igual a 2,000 Kg.;1/11/11;NULL;SI
85;40;11;En colores.;1/11/11;NULL;SI
29;32;11;Tetrahidrofurano.;1/11/11;NULL;SI
29;33;11;Fenazona (antipirina) y sus derivados.;1/11/11;NULL;SI
29;37;11;Somatotropina, sus derivados y análogos estructurales.;1/11/11;NULL;SI
64;04;11;"Calzado de deporte; calzado de tenis, baloncesto, gimnasia, entrenamiento y calzados similares.";1/11/11;NULL;SI
67;04;11;Pelucas que cubran toda la cabeza.;1/11/11;NULL;SI
04;08;11;Secas.;1/11/11;NULL;SI
48;04;11;Crudos.;1/11/11;NULL;SI
48;05;11;Papel semiquímico para acanalar.;1/11/11;NULL;SI
84;29;11;De orugas.;1/11/11;NULL;SI
29;17;11;Ácido oxálico, sus sales y sus ésteres.;1/11/11;NULL;SI
85;44;11;De cobre.;1/11/11;NULL;SI
85;45;11;De los tipos utilizados en hornos.;1/11/11;NULL;SI
86;07;11;"Bojes y "" bissels"", de tracción.";1/11/11;NULL;SI
87;09;11;Eléctricas.;1/11/11;NULL;SI
20;08;11;Cacahuates (cacahuetes, maníes).;1/11/11;NULL;SI
29;18;11;Ácido láctico, sus sales y sus ésteres.;1/11/11;NULL;SI
29;21;11;Mono-, di- o trimetilamina y sus sales.;1/11/11;NULL;SI
62;11;11;Para hombres o niños.;1/11/11;NULL;SI
27;10;11;Aceites ligeros (livianos) y preparaciones.;1/11/11;30/6/12;SI
27;11;11;Gas natural.;1/11/11;NULL;SI
61;07;11;De algodón.;1/11/11;NULL;SI
61;12;11;De algodón.;1/11/11;NULL;SI
28;05;11;Sodio.;1/11/11;NULL;SI
91;05;11;Eléctricos.;1/11/11;NULL;SI
11;08;11;Almidón de trigo.;1/11/11;NULL;SI
84;69;11;S/N;1/11/11;NULL;SI
85;23;11;S/N;1/11/11;NULL;SI
85;43;11;S/N;1/11/11;NULL;SI
90;09;11;S/N;1/11/11;NULL;SI
85;02;11;De potencia de salida inferior o igual a 75 kVA.;1/11/11;NULL;SI
85;05;11;De metal.;1/11/11;NULL;SI
85;08;11;De potencia inferior o igual a 1,500 W y de capacidad del depósito o bolsa para el polvo inferior o igual a 20 l.;1/11/11;NULL;SI
52;09;11;De ligamento tafetán.;1/11/11;NULL;SI
52;10;11;De ligamento tafetán.;1/11/11;NULL;SI
84;47;11;Con cilindro de diámetro inferior o igual a 165 mm.;1/11/11;NULL;SI
84;48;11;"Maquinitas para lizos y mecanismos Jacquard; reductoras, perforadoras y copiadoras de cartones; máquinas para unir cartones después de perforados.";1/11/11;NULL;SI
40;12;11;De los tipos utilizados en automóviles de turismo (incluidos los del tipo familiar (“break” o “station wagon”) y los de carreras).;1/11/11;NULL;SI
40;15;11;Para cirugía.;1/11/11;NULL;SI
41;04;11;"Plena flor sin dividir; divididos con la flor.";1/11/11;NULL;SI
41;07;11;Plena flor sin dividir.;1/11/11;NULL;SI
76;15;11;Esponjas, estropajos, guantes y artículos similares para fregar, lustrar o usos análogos.;1/11/11;30/6/12;SI
78;04;11;Hojas y tiras, de espesor inferior o igual a 0.2 mm (sin incluir el soporte).;1/11/11;NULL;SI
79;01;11;Con un contenido de cinc superior o igual al 99.99% en peso.;1/11/11;NULL;SI
81;04;11;Con un contenido de magnesio superior o igual al 99.8% en peso.;1/11/11;NULL;SI
82;04;11;No ajustables.;1/11/11;NULL;SI
85;15;11;Soldadores y pistolas para soldar.;1/11/11;NULL;SI
40;02;11;Látex.;1/11/11;NULL;SI
40;09;11;Sin accesorios.;1/11/11;NULL;SI
73;21;11;De combustibles gaseosos, o de gas y otros combustibles.;1/11/11;NULL;SI
73;22;11;De fundición.;1/11/11;NULL;SI
73;26;11;Bolas y artículos similares para molinos.;1/11/11;NULL;SI
74;03;11;Cátodos y secciones de cátodos.;1/11/11;NULL;SI
74;10;11;De cobre refinado.;1/11/11;NULL;SI
74;18;11;Esponjas, estropajos, guantes y artículos similares para fregar, lustrar o usos análogos.;1/11/11;30/6/12;SI
75;05;11;De níquel sin alear.;1/11/11;NULL;SI
75;07;11;De níquel sin alear.;1/11/11;NULL;SI
76;05;11;Con la mayor dimensión de la sección transversal superior a 7 mm.;1/11/11;NULL;SI
76;06;11;De aluminio sin alear.;1/11/11;NULL;SI
03;03;11;Salmones rojos (Oncorhynchus nerka).;1/11/11;NULL;SI
44;10;11;Tableros de partículas.;1/11/11;NULL;SI
51;12;11;De peso inferior o igual a 200 g/m².;1/11/11;NULL;SI
52;04;11;Con un contenido de algodón superior o igual al 85% en peso.;1/11/11;NULL;SI
72;22;11;De sección circular.;1/11/11;NULL;SI
72;25;11;De grano orientado.;1/11/11;NULL;SI
72;26;11;De grano orientado.;1/11/11;NULL;SI
73;04;11;De acero inoxidable.;1/11/11;NULL;SI
73;15;11;Cadenas de rodillos.;1/11/11;NULL;SI
73;18;11;Tirafondos.;1/11/11;NULL;SI
74;08;11;Con la mayor dimensión de la sección transversal superior a 6 mm.;1/11/11;NULL;SI
74;09;11;Enrolladas.;1/11/11;NULL;SI
76;07;11;Simplemente laminadas.;1/11/11;NULL;SI
42;02;11;Con la superficie exterior de cuero natural o cuero regenerado.;1/11/11;NULL;SI
39;12;11;Sin plastificar.;1/11/11;NULL;SI
15;12;11;Aceites en bruto.;1/11/11;NULL;SI
15;13;11;Aceite en bruto.;1/11/11;NULL;SI
15;14;11;Aceites en bruto.;1/11/11;NULL;SI
15;15;11;Aceite en bruto.;1/11/11;NULL;SI
52;06;11;De título superior o igual a 714.29 decitex (inferior o igual al número métrico 14).;1/11/11;NULL;SI
90;03;11;De plástico.;1/11/11;NULL;SI
06;03;11;Rosas.;1/11/11;NULL;SI
07;05;11;Repolladas.;1/11/11;NULL;SI
09;04;11;Sin triturar ni pulverizar.;1/11/11;NULL;SI
51;01;11;Lana esquilada.;1/11/11;NULL;SI
51;02;11;De cabra de Cachemira.;1/11/11;NULL;SI
84;21;11;Desnatadoras (descremadoras).;1/11/11;NULL;SI
01;05;11;Gallos y gallinas.;1/11/11;NULL;SI
03;01;11;De agua dulce.;1/7/12;NULL;SI
03;07;11;Vivas, frescas o refrigeradas.;1/7/12;NULL;SI
03;08;11;Vivos, frescos o refrigerados.;1/7/12;NULL;SI
04;07;11;De aves de la especie Gallus domesticus.;1/7/12;NULL;SI
09;08;11;Sin triturar ni pulverizar.;1/7/12;NULL;SI
09;10;11;Sin triturar ni pulverizar.;1/7/12;NULL;SI
10;01;11;Para siembra.;1/7/12;NULL;SI
24;03;11;Tabaco para pipa de agua mencionado en la Nota 1 de subpartida de este Capítulo.;1/7/12;NULL;SI
90;25;11;De líquido, con lectura directa.;1/11/11;NULL;SI
21;01;11;Extractos, esencias y concentrados.;1/11/11;NULL;SI
25;15;11;En bruto o desbastados.;1/11/11;NULL;SI
55;10;11;Sencillos.;1/11/11;NULL;SI
55;12;11;Crudos o blanqueados.;1/11/11;NULL;SI
55;13;11;De fibras discontinuas de poliéster, de ligamento tafetán.;1/11/11;NULL;SI
55;14;11;De fibras discontinuas de poliéster, de ligamento tafetán.;1/11/11;NULL;SI
55;15;11;Mezcladas exclusiva o principalmente con fibras discontinuas de rayón viscosa.;1/11/11;NULL;SI
56;03;11;De peso inferior o igual a 25 g/m².;1/11/11;NULL;SI
56;08;11;Redes confeccionadas para la pesca.;1/11/11;NULL;SI
13;02;11;Opio.;1/11/11;NULL;SI
20;09;11;Congelado.;1/11/11;NULL;SI
52;11;11;De ligamento tafetán.;1/11/11;NULL;SI
52;12;11;Crudos.;1/11/11;NULL;SI
53;09;11;Crudos o blanqueados.;1/11/11;NULL;SI
54;02;11;De aramidas.;1/11/11;NULL;SI
54;04;11;De elastómeros.;1/11/11;NULL;SI
55;03;11;De aramidas.;1/11/11;NULL;SI
55;09;11;Sencillos.;1/11/11;NULL;SI
96;07;11;Con dientes de metal común.;1/11/11;NULL;SI
96;15;11;De caucho endurecido o plástico.;1/11/11;NULL;SI
84;43;11;"Máquinas y aparatos para imprimir, ""offset"", alimentados con bobinas.";1/11/11;NULL;SI
26;01;11;Sin aglomerar.;1/11/11;NULL;SI
26;20;11;Matas de galvanización.;1/11/11;NULL;SI
27;01;11;Antracitas.;1/11/11;NULL;SI
27;13;11;Sin calcinar.;1/11/11;NULL;SI
58;02;11;Crudos.;1/11/11;NULL;SI
91;08;11;Con indicador mecánico solamente o con dispositivo que permita incorporarlo.;1/11/11;NULL;SI
93;01;11;Autopropulsadas.;1/11/11;30/6/12;SI
95;06;11;Esquís.;1/11/11;NULL;SI
16;04;11;Salmones.;1/11/11;NULL;SI
17;01;11;De caña.;1/11/11;30/6/12;SI
17;02;11;Con un contenido de lactosa superior o igual al 99% en peso, expresado en lactosa anhidra, calculado sobre producto seco.;1/11/11;NULL;SI
19;02;11;Que contengan huevo.;1/11/11;NULL;SI
53;05;11;S/N;1/11/11;NULL;SI
61;03;11;S/N;1/11/11;NULL;SI
61;04;11;S/N;1/11/11;NULL;SI
61;15;11;S/N;1/11/11;NULL;SI
63;03;11;S/N;1/11/11;NULL;SI
63;06;11;S/N;1/11/11;NULL;SI
52;08;11;De ligamento tafetán, de peso inferior o igual a 100 g/m².;1/11/11;NULL;SI
28;11;11;Fluoruro de hidrógeno (ácido fluorhídrico).;1/11/11;NULL;SI
28;29;11;De sodio.;1/11/11;NULL;SI
28;33;11;Sulfato de disodio.;1/11/11;NULL;SI
28;37;11;De sodio.;1/11/11;NULL;SI
28;40;11;Anhidro.;1/11/11;NULL;SI
25;13;11;S/N;1/11/11;NULL;SI
28;26;11;S/N;1/11/11;NULL;SI
33;01;11;S/N;1/11/11;NULL;SI
44;11;11;S/N;1/11/11;NULL;SI
84;50;11;Máquinas totalmente automáticas.;1/11/11;NULL;SI
84;67;11;Rotativas (incluso de percusión).;1/11/11;NULL;SI
91;09;11;De despertadores.;1/11/11;30/6/12;SI
91;10;11;"Mecanismos completos, sin montar o parcialmente montados (""chablons"").";1/11/11;NULL;SI
84;58;11;De control numérico.;1/11/11;NULL;SI
84;60;11;De control numérico.;1/11/11;NULL;SI
64;02;12;"Calzado de esquí y calzado para la práctica de ""snowboard"" (tabla para nieve).";1/11/11;NULL;SI
72;20;12;De espesor inferior a 4.75 mm.;1/11/11;NULL;SI
33;01;12;De naranja.;1/11/11;NULL;SI
28;26;12;De aluminio.;1/11/11;NULL;SI
32;04;12;"Colorantes ácidos, incluso metalizados, y preparaciones a base de estos colorantes; colorantes para mordiente y preparaciones a base de estos colorantes.";1/11/11;NULL;SI
72;10;12;De espesor inferior a 0.5 mm.;1/11/11;NULL;SI
39;05;12;En dispersión acuosa.;1/11/11;NULL;SI
29;18;12;Ácido tartárico.;1/11/11;NULL;SI
29;22;12;Dietanolamina y sus sales.;1/11/11;NULL;SI
29;24;12;Fluoroacetamida (ISO), fosfamidón (ISO) y monocrotofos (ISO).;1/11/11;NULL;SI
29;25;12;Glutetimida (DCI).;1/11/11;NULL;SI
54;04;12;Los demás, de polipropileno.;1/11/11;NULL;SI
70;03;12;Coloreadas en la masa, opacificadas, chapadas o con capa absorbente, reflectante o antirreflectante.;1/11/11;NULL;SI
71;08;12;Las demás formas en bruto.;1/11/11;NULL;SI
70;19;12;Rovings.;1/11/11;NULL;SI
72;07;12;Los demás, de sección transversal rectangular.;1/11/11;NULL;SI
34;02;12;Catiónicos.;1/11/11;NULL;SI
73;05;12;Los demás, soldados longitudinalmente.;1/11/11;NULL;SI
73;14;12;Telas metálicas continuas o sin fin, de acero inoxidable, para máquinas.;1/11/11;NULL;SI
73;18;12;Los demás tornillos para madera.;1/11/11;NULL;SI
75;07;12;De aleaciones de níquel.;1/11/11;NULL;SI
76;06;12;De aleaciones de aluminio.;1/11/11;NULL;SI
81;12;12;"En bruto; polvo.";1/11/11;NULL;SI
39;12;12;Plastificados.;1/11/11;NULL;SI
52;06;12;De título inferior a 714.29 decitex pero superior o igual a 232.56 decitex (superior al número métrico 14 pero inferior o igual al número métrico 43).;1/11/11;NULL;SI
06;03;12;Claveles.;1/11/11;NULL;SI
08;02;12;Sin cáscara.;1/11/11;NULL;SI
09;01;12;Descafeinado.;1/11/11;NULL;SI
09;04;12;Triturada o pulverizada.;1/11/11;NULL;SI
84;10;12;De potencia superior a 1,000 kW pero inferior o igual a 10,000 kW.;1/11/11;NULL;SI
03;06;12;Bogavantes (Homarus spp.).;1/11/11;NULL;SI
84;26;12;Pórticos móviles sobre neumáticos y carretillas puente.;1/11/11;NULL;SI
01;05;12;Pavos (gallipavos).;1/11/11;NULL;SI
